Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
30/10/2025,05:02:00,60.16,60.16,60.15,60.16,12,12,2,10
30/10/2025,05:03:00,60.17,60.17,60.12,60.12,45,44,27,18
30/10/2025,05:04:00,60.13,60.13,60.1,60.13,24,23,10,14
30/10/2025,05:05:00,60.14,60.14,60.11,60.13,21,20,14,7
30/10/2025,05:06:00,60.13,60.19,60.13,60.19,45,39,10,35
30/10/2025,05:07:00,60.19,60.2,60.19,60.2,26,23,9,17
30/10/2025,05:08:00,60.2,60.24,60.2,60.24,29,28,7,22
30/10/2025,05:09:00,60.24,60.25,60.23,60.24,29,26,11,18
30/10/2025,05:10:00,60.23,60.23,60.18,60.19,28,27,23,5
30/10/2025,05:11:00,60.18,60.19,60.16,60.17,71,57,50,21
30/10/2025,05:12:00,60.17,60.17,60.15,60.15,13,13,8,5
30/10/2025,05:13:00,60.15,60.16,60.15,60.16,23,22,7,16
30/10/2025,05:14:00,60.15,60.18,60.15,60.17,13,12,8,5
30/10/2025,05:15:00,60.16,60.16,60.14,60.15,9,9,8,1
30/10/2025,05:16:00,60.15,60.16,60.15,60.15,10,9,2,8
30/10/2025,05:17:00,60.15,60.16,60.14,60.14,10,10,9,1
30/10/2025,05:18:00,60.14,60.16,60.14,60.16,12,12,5,7
30/10/2025,05:19:00,60.16,60.17,60.16,60.17,10,10,9,1
30/10/2025,05:20:00,60.17,60.17,60.17,60.17,4,4,2,2
30/10/2025,05:21:00,60.17,60.17,60.17,60.17,6,6,0,6
30/10/2025,05:22:00,60.17,60.18,60.17,60.18,14,12,9,5
30/10/2025,05:23:00,60.18,60.19,60.18,60.18,30,24,3,27
30/10/2025,05:24:00,60.18,60.2,60.18,60.19,28,26,3,25
30/10/2025,05:25:00,60.2,60.22,60.2,60.21,34,29,5,29
30/10/2025,05:26:00,60.22,60.23,60.22,60.22,35,33,14,21
30/10/2025,05:27:00,60.23,60.25,60.22,60.23,53,51,10,43
30/10/2025,05:28:00,60.23,60.25,60.23,60.24,37,30,9,28
30/10/2025,05:29:00,60.25,60.25,60.23,60.24,11,11,10,1
30/10/2025,05:30:00,60.24,60.25,60.18,60.18,114,112,49,65
30/10/2025,05:31:00,60.17,60.18,60.15,60.17,95,84,43,52
30/10/2025,05:32:00,60.17,60.17,60.14,60.16,58,51,16,42
30/10/2025,05:33:00,60.17,60.19,60.17,60.18,48,45,15,33
30/10/2025,05:34:00,60.18,60.2,60.17,60.19,45,34,13,32
30/10/2025,05:35:00,60.2,60.24,60.2,60.23,40,37,7,33
30/10/2025,05:36:00,60.23,60.25,60.23,60.23,59,58,23,36
30/10/2025,05:37:00,60.23,60.24,60.23,60.24,13,13,6,7
30/10/2025,05:38:00,60.23,60.24,60.21,60.24,42,35,10,32
30/10/2025,05:39:00,60.25,60.27,60.25,60.25,67,49,19,48
30/10/2025,05:40:00,60.25,60.27,60.25,60.26,41,36,11,30
30/10/2025,05:41:00,60.26,60.26,60.22,60.22,11,11,3,8
30/10/2025,05:42:00,60.22,60.22,60.19,60.19,23,22,14,9
30/10/2025,05:43:00,60.19,60.19,60.15,60.16,45,37,31,14
30/10/2025,05:44:00,60.15,60.16,60.11,60.13,72,55,56,16
30/10/2025,05:45:00,60.13,60.13,60.12,60.12,11,9,7,4
30/10/2025,05:46:00,60.13,60.15,60.13,60.14,19,18,7,12
30/10/2025,05:47:00,60.14,60.15,60.12,60.14,156,66,90,66
30/10/2025,05:48:00,60.13,60.13,60.12,60.13,15,15,5,10
30/10/2025,05:49:00,60.14,60.14,60.13,60.13,12,12,5,7
30/10/2025,05:50:00,60.13,60.13,60.09,60.12,27,25,12,15
30/10/2025,05:51:00,60.11,60.13,60.11,60.13,15,14,8,7
30/10/2025,05:52:00,60.13,60.14,60.13,60.14,12,12,2,10
30/10/2025,05:53:00,60.14,60.17,60.14,60.15,45,41,20,25
30/10/2025,05:54:00,60.15,60.15,60.14,60.14,21,19,7,14
30/10/2025,05:55:00,60.14,60.15,60.14,60.15,9,9,0,9
30/10/2025,05:56:00,60.15,60.16,60.15,60.16,10,10,4,6
30/10/2025,05:57:00,60.15,60.15,60.13,60.14,10,10,3,7
30/10/2025,05:58:00,60.14,60.19,60.14,60.18,42,41,14,28
30/10/2025,05:59:00,60.19,60.19,60.18,60.18,4,4,0,4
30/10/2025,06:00:00,60.17,60.17,60.1,60.1,55,53,32,23
30/10/2025,06:01:00,60.1,60.11,60.08,60.09,35,32,14,20
30/10/2025,06:02:00,60.09,60.13,60.09,60.13,28,24,6,22
30/10/2025,06:03:00,60.12,60.12,60.1,60.1,56,34,46,9
30/10/2025,06:04:00,60.1,60.1,60.08,60.1,42,39,23,19
30/10/2025,06:05:00,60.1,60.13,60.1,60.12,16,15,13,3
30/10/2025,06:06:00,60.12,60.12,60.12,60.12,5,4,1,4
30/10/2025,06:07:00,60.11,60.11,60.06,60.09,75,59,52,23
30/10/2025,06:08:00,60.1,60.12,60.1,60.11,18,12,4,14
30/10/2025,06:09:00,60.11,60.13,60.09,60.12,21,19,6,15
30/10/2025,06:10:00,60.13,60.15,60.13,60.15,17,17,4,13
30/10/2025,06:11:00,60.14,60.15,60.11,60.11,20,19,15,5
30/10/2025,06:12:00,60.11,60.11,60.09,60.11,9,8,7,2
30/10/2025,06:13:00,60.11,60.14,60.11,60.13,18,18,8,10
30/10/2025,06:14:00,60.13,60.13,60.11,60.12,15,15,10,5
30/10/2025,06:15:00,60.12,60.12,60.05,60.05,139,131,78,60
30/10/2025,06:16:00,60.06,60.06,60.04,60.06,39,34,26,13
30/10/2025,06:17:00,60.06,60.09,60.06,60.08,22,21,8,14
30/10/2025,06:18:00,60.09,60.12,60.08,60.11,17,16,12,5
30/10/2025,06:19:00,60.12,60.12,60.08,60.08,74,68,51,23
30/10/2025,06:20:00,60.1,60.1,60.05,60.07,53,39,22,31
30/10/2025,06:21:00,60.06,60.07,60.05,60.07,28,22,11,17
30/10/2025,06:22:00,60.07,60.11,60.07,60.11,35,26,8,27
30/10/2025,06:23:00,60.12,60.13,60.12,60.12,19,19,1,18
30/10/2025,06:24:00,60.11,60.11,60.09,60.1,13,13,10,3
30/10/2025,06:25:00,60.1,60.1,60.08,60.09,15,12,7,8
30/10/2025,06:26:00,60.09,60.09,60.07,60.07,11,10,6,5
30/10/2025,06:27:00,60.06,60.06,60.04,60.06,30,27,19,11
30/10/2025,06:28:00,60.05,60.05,60.05,60.05,13,13,9,4
30/10/2025,06:29:00,60.05,60.06,60.05,60.06,7,7,6,1
30/10/2025,06:30:00,60.06,60.1,60.06,60.09,38,37,14,24
30/10/2025,06:31:00,60.12,60.13,60.11,60.11,20,18,14,6
30/10/2025,06:32:00,60.11,60.12,60.11,60.12,41,21,2,39
30/10/2025,06:33:00,60.11,60.11,60.1,60.1,8,7,4,4
30/10/2025,06:34:00,60.1,60.12,60.09,60.12,27,26,12,15
30/10/2025,06:35:00,60.12,60.13,60.11,60.11,16,13,13,3
30/10/2025,06:36:00,60.1,60.16,60.09,60.15,54,41,15,36
30/10/2025,06:37:00,60.15,60.18,60.15,60.16,64,56,34,30
30/10/2025,06:38:00,60.16,60.2,60.16,60.18,151,38,17,134
30/10/2025,06:39:00,60.18,60.19,60.18,60.19,9,9,7,2
30/10/2025,06:40:00,60.18,60.26,60.18,60.23,166,143,60,104
30/10/2025,06:41:00,60.24,60.3,60.23,60.25,282,163,69,208
30/10/2025,06:42:00,60.25,60.29,60.25,60.26,75,72,51,24
30/10/2025,06:43:00,60.26,60.28,60.25,60.27,58,55,33,25
30/10/2025,06:44:00,60.28,60.29,60.25,60.27,77,66,42,35
30/10/2025,06:45:00,60.26,60.26,60.17,60.18,244,125,191,52
30/10/2025,06:46:00,60.19,60.19,60.16,60.16,50,37,20,30
30/10/2025,06:47:00,60.18,60.18,60.16,60.16,28,26,21,7
30/10/2025,06:48:00,60.15,60.15,60.13,60.14,50,48,35,15
30/10/2025,06:49:00,60.14,60.16,60.11,60.14,60,58,32,27
30/10/2025,06:50:00,60.15,60.18,60.15,60.16,12,12,4,8
30/10/2025,06:51:00,60.17,60.19,60.11,60.11,57,54,32,21
30/10/2025,06:52:00,60.12,60.13,60.11,60.11,31,30,12,19
30/10/2025,06:53:00,60.11,60.11,60.09,60.1,30,30,20,10
30/10/2025,06:54:00,60.1,60.1,60.08,60.09,25,25,17,8
30/10/2025,06:55:00,60.1,60.13,60.1,60.11,27,27,14,13
30/10/2025,06:56:00,60.11,60.11,60.04,60.07,211,95,174,34
30/10/2025,06:57:00,60.07,60.08,60.07,60.08,14,14,7,7
30/10/2025,06:58:00,60.07,60.08,60.06,60.08,31,30,12,19
30/10/2025,06:59:00,60.08,60.11,60.08,60.1,33,32,7,26
30/10/2025,07:00:00,60.09,60.1,60.07,60.08,100,95,50,50
30/10/2025,07:01:00,60.07,60.08,60.04,60.07,101,89,55,46
30/10/2025,07:02:00,60.08,60.09,60.05,60.06,46,29,34,12
30/10/2025,07:03:00,60.06,60.06,60.04,60.05,22,22,9,13
30/10/2025,07:04:00,60.04,60.06,60.02,60.06,115,103,68,46
30/10/2025,07:05:00,60.06,60.1,60.06,60.07,41,37,17,24
30/10/2025,07:06:00,60.07,60.08,60.06,60.06,42,37,19,23
30/10/2025,07:07:00,60.06,60.09,60.06,60.07,34,33,20,13
30/10/2025,07:08:00,60.08,60.1,60.07,60.08,237,106,61,176
30/10/2025,07:09:00,60.07,60.08,60.05,60.06,79,65,43,36
30/10/2025,07:10:00,60.06,60.07,60.06,60.07,35,32,13,22
30/10/2025,07:11:00,60.07,60.09,60.06,60.07,60,54,41,19
30/10/2025,07:12:00,60.08,60.14,60.08,60.13,109,85,21,88
30/10/2025,07:13:00,60.13,60.19,60.13,60.19,98,79,28,70
30/10/2025,07:14:00,60.19,60.2,60.16,60.2,62,51,33,29
30/10/2025,07:15:00,60.19,60.22,60.18,60.19,84,75,48,36
30/10/2025,07:16:00,60.19,60.23,60.19,60.2,95,88,49,45
30/10/2025,07:17:00,60.21,60.21,60.18,60.19,50,50,31,18
30/10/2025,07:18:00,60.19,60.19,60.14,60.14,73,57,59,14
30/10/2025,07:19:00,60.15,60.16,60.13,60.14,46,46,19,26
30/10/2025,07:20:00,60.14,60.15,60.13,60.13,55,46,21,34
30/10/2025,07:21:00,60.13,60.16,60.13,60.13,29,29,16,13
30/10/2025,07:22:00,60.14,60.15,60.13,60.15,49,46,21,28
30/10/2025,07:23:00,60.16,60.17,60.09,60.09,57,56,46,11
30/10/2025,07:24:00,60.09,60.1,60.05,60.07,85,76,53,32
30/10/2025,07:25:00,60.07,60.08,60.05,60.08,31,28,16,15
30/10/2025,07:26:00,60.08,60.09,60.07,60.07,24,22,15,9
30/10/2025,07:27:00,60.08,60.1,60.05,60.05,75,71,39,36
30/10/2025,07:28:00,60.04,60.04,59.99,60.02,235,180,156,78
30/10/2025,07:29:00,60.03,60.04,60.01,60.01,55,52,34,21
30/10/2025,07:30:00,60.01,60.03,60,60.01,57,53,17,40
30/10/2025,07:31:00,60.01,60.02,59.97,60.02,169,134,100,62
30/10/2025,07:32:00,60.02,60.03,60,60.01,51,48,23,28
30/10/2025,07:33:00,60.01,60.02,60.01,60.02,38,34,16,22
30/10/2025,07:34:00,60.03,60.03,59.99,59.99,45,43,28,17
30/10/2025,07:35:00,59.99,60.02,59.99,60.01,62,52,33,29
30/10/2025,07:36:00,60,60.03,60,60.02,34,33,11,23
30/10/2025,07:37:00,60.01,60.02,59.98,59.99,53,52,33,20
30/10/2025,07:38:00,59.99,60.01,59.99,59.99,31,31,10,21
30/10/2025,07:39:00,60,60.01,59.93,59.95,174,152,110,64
30/10/2025,07:40:00,59.95,59.97,59.91,59.96,132,107,51,81
30/10/2025,07:41:00,59.96,59.98,59.95,59.97,45,45,23,22
30/10/2025,07:42:00,59.98,59.98,59.96,59.97,45,39,23,22
30/10/2025,07:43:00,59.96,59.96,59.93,59.93,92,65,60,32
30/10/2025,07:44:00,59.94,59.98,59.94,59.98,63,59,20,43
30/10/2025,07:45:00,59.98,59.98,59.94,59.94,53,51,30,23
30/10/2025,07:46:00,59.94,59.96,59.93,59.93,54,53,20,34
30/10/2025,07:47:00,59.93,59.94,59.93,59.94,29,25,17,12
30/10/2025,07:48:00,59.94,59.94,59.89,59.89,117,101,76,41
30/10/2025,07:49:00,59.88,59.91,59.88,59.91,105,96,56,49
30/10/2025,07:50:00,59.92,59.92,59.88,59.9,105,98,52,53
30/10/2025,07:51:00,59.89,59.91,59.85,59.86,301,175,146,155
30/10/2025,07:52:00,59.86,59.87,59.84,59.86,198,149,138,60
30/10/2025,07:53:00,59.87,59.9,59.87,59.9,40,36,14,26
30/10/2025,07:54:00,59.9,59.91,59.89,59.89,29,27,14,15
30/10/2025,07:55:00,59.89,59.9,59.89,59.89,76,64,40,35
30/10/2025,07:56:00,59.89,59.91,59.89,59.91,115,83,33,82
30/10/2025,07:57:00,59.9,59.91,59.89,59.9,80,55,31,49
30/10/2025,07:58:00,59.89,59.9,59.89,59.89,28,28,8,20
30/10/2025,07:59:00,59.89,59.91,59.89,59.9,50,45,25,25
30/10/2025,08:00:00,59.91,59.98,59.9,59.94,353,322,154,198
30/10/2025,08:01:00,59.93,59.94,59.9,59.94,127,103,65,62
30/10/2025,08:02:00,59.93,59.93,59.89,59.93,104,98,56,48
30/10/2025,08:03:00,59.93,59.97,59.9,59.94,129,120,58,69
30/10/2025,08:04:00,59.94,59.95,59.92,59.93,76,75,47,29
30/10/2025,08:05:00,59.94,59.94,59.92,59.92,50,47,19,31
30/10/2025,08:06:00,59.92,59.94,59.91,59.92,124,117,57,67
30/10/2025,08:07:00,59.92,59.94,59.91,59.93,86,79,40,46
30/10/2025,08:08:00,59.93,59.96,59.92,59.95,100,94,48,52
30/10/2025,08:09:00,59.95,59.97,59.94,59.97,60,53,28,32
30/10/2025,08:10:00,59.98,60.03,59.98,60.02,181,160,60,121
30/10/2025,08:11:00,60.02,60.04,60,60.02,133,114,69,64
30/10/2025,08:12:00,60.02,60.02,59.99,60.01,61,49,32,29
30/10/2025,08:13:00,60,60,59.99,60,45,42,25,20
30/10/2025,08:14:00,60,60.02,60,60,65,65,34,31
30/10/2025,08:15:00,60,60.05,59.99,60.04,228,182,67,161
30/10/2025,08:16:00,60.04,60.07,60.04,60.06,108,96,54,54
30/10/2025,08:17:00,60.06,60.07,60.04,60.04,67,62,41,26
30/10/2025,08:18:00,60.04,60.06,60.03,60.06,60,55,21,39
30/10/2025,08:19:00,60.07,60.07,60.03,60.04,68,65,41,27
30/10/2025,08:20:00,60.04,60.04,59.99,60.02,93,77,72,21
30/10/2025,08:21:00,60.02,60.03,60,60.02,82,70,43,39
30/10/2025,08:22:00,60.02,60.05,60.02,60.04,52,48,15,37
30/10/2025,08:23:00,60.04,60.05,60.02,60.02,50,46,35,15
30/10/2025,08:24:00,60.02,60.02,59.99,60.01,64,54,47,17
30/10/2025,08:25:00,60.01,60.04,60.01,60.01,76,58,41,35
30/10/2025,08:26:00,60,60,59.95,59.97,105,95,70,35
30/10/2025,08:27:00,59.98,60.01,59.96,60,165,142,87,73
30/10/2025,08:28:00,60,60,59.91,59.92,253,231,168,85
30/10/2025,08:29:00,59.93,59.97,59.92,59.95,337,310,163,174
30/10/2025,08:30:00,59.95,60.05,59.95,60,385,336,167,190
30/10/2025,08:31:00,60,60.04,59.98,59.98,170,144,98,72
30/10/2025,08:32:00,59.98,60.01,59.98,60.01,61,57,31,30
30/10/2025,08:33:00,60.01,60.01,59.94,59.95,127,118,58,68
30/10/2025,08:34:00,59.95,60.02,59.95,60.02,81,69,31,50
30/10/2025,08:35:00,60.02,60.05,60.01,60.05,80,74,45,35
30/10/2025,08:36:00,60.05,60.09,60.04,60.08,110,104,37,73
30/10/2025,08:37:00,60.08,60.13,60.08,60.12,120,103,38,82
30/10/2025,08:38:00,60.12,60.14,60.12,60.13,59,49,31,28
30/10/2025,08:39:00,60.14,60.16,60.12,60.16,76,69,14,62
30/10/2025,08:40:00,60.17,60.17,60.12,60.13,124,97,82,42
30/10/2025,08:41:00,60.13,60.13,60.07,60.11,115,101,56,54
30/10/2025,08:42:00,60.1,60.12,60.08,60.11,76,69,36,40
30/10/2025,08:43:00,60.11,60.15,60.11,60.13,164,149,84,80
30/10/2025,08:44:00,60.13,60.15,60.11,60.13,93,88,48,45
30/10/2025,08:45:00,60.14,60.14,60.07,60.08,45,38,30,15
30/10/2025,08:46:00,60.07,60.08,60.06,60.08,46,43,18,28
30/10/2025,08:47:00,60.07,60.09,60.06,60.09,70,52,41,29
30/10/2025,08:48:00,60.1,60.11,60.09,60.11,54,51,37,17
30/10/2025,08:49:00,60.1,60.15,60.1,60.15,106,95,43,63
30/10/2025,08:50:00,60.15,60.17,60.15,60.17,65,55,23,42
30/10/2025,08:51:00,60.16,60.19,60.15,60.19,71,67,22,49
30/10/2025,08:52:00,60.18,60.23,60.17,60.21,191,173,84,107
30/10/2025,08:53:00,60.21,60.22,60.17,60.17,146,105,55,87
30/10/2025,08:54:00,60.16,60.17,60.14,60.16,62,55,29,33
30/10/2025,08:55:00,60.16,60.17,60.15,60.17,53,49,23,30
30/10/2025,08:56:00,60.18,60.18,60.13,60.13,73,66,40,33
30/10/2025,08:57:00,60.12,60.12,60.08,60.08,123,95,98,25
30/10/2025,08:58:00,60.1,60.11,60.08,60.09,60,47,43,17
30/10/2025,08:59:00,60.09,60.13,60.09,60.13,25,23,7,18
30/10/2025,09:00:00,60.13,60.14,60.08,60.12,97,86,50,47
30/10/2025,09:01:00,60.11,60.13,60.1,60.13,57,48,31,26
30/10/2025,09:02:00,60.12,60.14,60.06,60.08,92,73,55,37
30/10/2025,09:03:00,60.08,60.08,60.03,60.05,104,88,63,41
30/10/2025,09:04:00,60.04,60.04,60,60.01,207,190,117,77
30/10/2025,09:05:00,60,60.05,60,60,135,108,76,45
30/10/2025,09:06:00,60,60,59.96,59.98,159,125,98,61
30/10/2025,09:07:00,59.98,60.02,59.98,60.02,50,46,18,32
30/10/2025,09:08:00,60.01,60.01,59.99,60,36,32,20,16
30/10/2025,09:09:00,60,60.05,59.99,60.05,102,69,29,73
30/10/2025,09:10:00,60.05,60.08,60.05,60.07,85,73,42,43
30/10/2025,09:11:00,60.08,60.09,60.06,60.06,86,71,41,45
30/10/2025,09:12:00,60.07,60.09,60.03,60.04,62,51,38,24
30/10/2025,09:13:00,60.04,60.07,60.04,60.06,61,53,33,28
30/10/2025,09:14:00,60.06,60.06,60.02,60.04,48,45,28,20
30/10/2025,09:15:00,60.04,60.11,60.04,60.1,120,95,28,92
30/10/2025,09:16:00,60.1,60.12,60.06,60.06,83,76,49,31
30/10/2025,09:17:00,60.06,60.07,60.05,60.05,19,18,12,7
30/10/2025,09:18:00,60.05,60.09,60.03,60.08,71,68,24,47
30/10/2025,09:19:00,60.08,60.08,60.07,60.08,19,19,10,9
30/10/2025,09:20:00,60.08,60.08,60.04,60.04,56,50,43,13
30/10/2025,09:21:00,60.04,60.06,60.03,60.04,23,21,8,15
30/10/2025,09:22:00,60.04,60.06,60.04,60.05,55,54,19,36
30/10/2025,09:23:00,60.05,60.07,60.04,60.05,53,50,24,29
30/10/2025,09:24:00,60.05,60.06,60.04,60.06,58,40,23,35
30/10/2025,09:25:00,60.06,60.13,60.06,60.11,118,109,62,54
30/10/2025,09:26:00,60.12,60.13,60.12,60.13,34,29,23,11
30/10/2025,09:27:00,60.14,60.18,60.14,60.17,117,109,30,84
30/10/2025,09:28:00,60.17,60.19,60.15,60.17,160,138,102,51
30/10/2025,09:29:00,60.17,60.23,60.17,60.21,246,212,106,140
30/10/2025,09:30:00,60.21,60.25,60.21,60.22,170,126,57,113
30/10/2025,09:31:00,60.22,60.22,60.2,60.21,80,70,44,36
30/10/2025,09:32:00,60.2,60.21,60.2,60.2,42,40,5,37
30/10/2025,09:33:00,60.2,60.2,60.14,60.14,115,98,72,40
30/10/2025,09:34:00,60.14,60.14,60.06,60.08,146,132,96,49
30/10/2025,09:35:00,60.08,60.08,60.06,60.07,83,69,45,38
30/10/2025,09:36:00,60.07,60.08,60.06,60.06,59,51,28,31
30/10/2025,09:37:00,60.06,60.09,60.06,60.07,72,71,40,30
30/10/2025,09:38:00,60.08,60.11,60.08,60.11,61,54,30,31
30/10/2025,09:39:00,60.11,60.11,60.1,60.11,60,54,27,29
30/10/2025,09:40:00,60.09,60.11,60.09,60.1,30,27,10,20
30/10/2025,09:41:00,60.11,60.11,60.09,60.11,68,59,46,22
30/10/2025,09:42:00,60.12,60.16,60.1,60.1,91,79,45,46
30/10/2025,09:43:00,60.09,60.12,60.08,60.12,68,68,36,32
30/10/2025,09:44:00,60.12,60.12,60.1,60.12,44,43,13,31
30/10/2025,09:45:00,60.12,60.14,60.11,60.12,87,77,37,50
30/10/2025,09:46:00,60.11,60.13,60.11,60.13,54,49,29,25
30/10/2025,09:47:00,60.12,60.13,60.07,60.09,84,69,48,36
30/10/2025,09:48:00,60.09,60.1,60.07,60.09,110,93,56,54
30/10/2025,09:49:00,60.08,60.09,60.04,60.06,126,102,75,46
30/10/2025,09:50:00,60.07,60.12,60.05,60.11,97,91,42,53
30/10/2025,09:51:00,60.12,60.14,60.09,60.12,150,141,75,74
30/10/2025,09:52:00,60.12,60.13,60.07,60.12,140,110,86,54
30/10/2025,09:53:00,60.12,60.13,60.11,60.11,61,57,35,26
30/10/2025,09:54:00,60.1,60.12,60.07,60.09,119,113,59,60
30/10/2025,09:55:00,60.08,60.11,60.08,60.11,36,30,18,18
30/10/2025,09:56:00,60.11,60.11,60.08,60.09,90,76,44,46
30/10/2025,09:57:00,60.09,60.09,60.07,60.08,39,28,28,11
30/10/2025,09:58:00,60.08,60.08,60.04,60.05,118,106,77,41
30/10/2025,09:59:00,60.05,60.08,60.05,60.08,67,57,28,39
30/10/2025,10:00:00,60.08,60.23,60.07,60.2,295,231,95,200
30/10/2025,10:01:00,60.21,60.27,60.17,60.26,215,189,89,119
30/10/2025,10:02:00,60.26,60.29,60.26,60.27,247,214,138,99
30/10/2025,10:03:00,60.27,60.27,60.24,60.25,129,104,60,69
30/10/2025,10:04:00,60.26,60.26,60.21,60.22,165,115,83,82
30/10/2025,10:05:00,60.22,60.22,60.12,60.13,188,171,104,83
30/10/2025,10:06:00,60.13,60.14,60.09,60.1,77,72,33,44
30/10/2025,10:07:00,60.1,60.1,60.06,60.08,166,103,101,65
30/10/2025,10:08:00,60.07,60.1,60.06,60.09,94,77,55,39
30/10/2025,10:09:00,60.1,60.11,60.08,60.09,95,85,62,33
30/10/2025,10:10:00,60.09,60.1,60.05,60.09,100,84,51,49
30/10/2025,10:11:00,60.09,60.16,60.09,60.16,131,107,33,98
30/10/2025,10:12:00,60.15,60.19,60.14,60.19,93,86,26,67
30/10/2025,10:13:00,60.19,60.19,60.17,60.19,38,36,23,15
30/10/2025,10:14:00,60.19,60.23,60.19,60.21,84,79,39,45
30/10/2025,10:15:00,60.21,60.22,60.18,60.18,53,43,32,21
30/10/2025,10:16:00,60.18,60.18,60.14,60.15,63,62,26,37
30/10/2025,10:17:00,60.15,60.15,60.13,60.13,55,50,35,20
30/10/2025,10:18:00,60.13,60.15,60.13,60.14,47,47,20,27
30/10/2025,10:19:00,60.14,60.17,60.14,60.16,36,27,15,20
30/10/2025,10:20:00,60.15,60.17,60.15,60.17,19,19,6,13
30/10/2025,10:21:00,60.17,60.17,60.14,60.16,41,37,26,15
30/10/2025,10:22:00,60.15,60.15,60.09,60.09,89,75,56,33
30/10/2025,10:23:00,60.1,60.11,60.08,60.09,42,41,20,22
30/10/2025,10:24:00,60.09,60.09,60.07,60.08,56,50,37,19
30/10/2025,10:25:00,60.09,60.1,60.09,60.1,46,42,15,31
30/10/2025,10:26:00,60.11,60.16,60.09,60.15,121,100,62,59
30/10/2025,10:27:00,60.14,60.16,60.13,60.13,32,30,18,14
30/10/2025,10:28:00,60.13,60.14,60.13,60.14,46,41,15,31
30/10/2025,10:29:00,60.15,60.15,60.14,60.14,17,14,12,5
30/10/2025,10:30:00,60.15,60.18,60.15,60.17,67,61,15,52
30/10/2025,10:31:00,60.18,60.19,60.12,60.12,69,54,54,15
30/10/2025,10:32:00,60.13,60.15,60.13,60.13,26,24,11,14
30/10/2025,10:33:00,60.14,60.14,60.09,60.1,128,98,85,43
30/10/2025,10:34:00,60.1,60.15,60.1,60.15,78,65,26,52
30/10/2025,10:35:00,60.14,60.14,60.12,60.13,27,27,19,8
30/10/2025,10:36:00,60.13,60.16,60.13,60.16,17,11,1,16
30/10/2025,10:37:00,60.16,60.18,60.16,60.18,28,23,5,23
30/10/2025,10:38:00,60.19,60.22,60.19,60.2,129,100,55,74
30/10/2025,10:39:00,60.2,60.2,60.16,60.19,116,108,62,54
30/10/2025,10:40:00,60.18,60.19,60.16,60.19,54,46,29,25
30/10/2025,10:41:00,60.19,60.2,60.18,60.2,26,25,10,16
30/10/2025,10:42:00,60.2,60.2,60.19,60.19,13,12,9,4
30/10/2025,10:43:00,60.19,60.2,60.18,60.19,68,57,31,37
30/10/2025,10:44:00,60.18,60.19,60.18,60.18,31,29,17,12
30/10/2025,10:45:00,60.18,60.19,60.18,60.18,33,32,14,19
30/10/2025,10:46:00,60.17,60.18,60.14,60.16,97,67,28,69
30/10/2025,10:47:00,60.15,60.15,60.13,60.13,67,60,29,38
30/10/2025,10:48:00,60.13,60.13,60.07,60.09,130,114,96,34
30/10/2025,10:49:00,60.08,60.09,60.05,60.07,108,100,45,51
30/10/2025,10:50:00,60.08,60.09,60.02,60.03,122,106,67,55
30/10/2025,10:51:00,60.02,60.04,59.98,60.01,209,195,131,78
30/10/2025,10:52:00,60,60.05,60,60.05,100,82,27,73
30/10/2025,10:53:00,60.05,60.07,60.04,60.07,147,133,83,64
30/10/2025,10:54:00,60.07,60.07,60.03,60.06,80,72,40,39
30/10/2025,10:55:00,60.06,60.09,60.05,60.09,57,54,21,36
30/10/2025,10:56:00,60.08,60.09,60.06,60.07,28,23,18,10
30/10/2025,10:57:00,60.08,60.08,60.07,60.07,31,27,19,12
30/10/2025,10:58:00,60.08,60.1,60.08,60.09,32,27,10,22
30/10/2025,10:59:00,60.09,60.1,60.09,60.09,37,31,13,24
30/10/2025,11:00:00,60.09,60.1,60.08,60.08,76,72,32,44
30/10/2025,11:01:00,60.09,60.15,60.08,60.12,117,110,35,82
30/10/2025,11:02:00,60.13,60.14,60.12,60.13,48,40,28,20
30/10/2025,11:03:00,60.13,60.14,60.11,60.14,38,35,19,19
30/10/2025,11:04:00,60.13,60.15,60.1,60.1,30,27,11,19
30/10/2025,11:05:00,60.1,60.1,60.1,60.1,31,26,22,9
30/10/2025,11:06:00,60.09,60.09,60.04,60.05,63,57,47,16
30/10/2025,11:07:00,60.05,60.05,60.02,60.04,71,65,50,21
30/10/2025,11:08:00,60.04,60.07,60.04,60.06,45,40,13,32
30/10/2025,11:09:00,60.06,60.06,60.05,60.05,30,27,11,6
30/10/2025,11:10:00,60.06,60.06,60.06,60.06,10,10,3,7
30/10/2025,11:11:00,60.07,60.08,60.07,60.07,69,46,32,37
30/10/2025,11:12:00,60.07,60.07,60.01,60.02,95,82,42,44
30/10/2025,11:13:00,60.01,60.02,60,60,74,49,44,30
30/10/2025,11:14:00,60,60.01,59.99,60.01,51,40,24,27
30/10/2025,11:15:00,60,60.01,59.98,60.01,83,72,44,39
30/10/2025,11:16:00,60.01,60.04,60.01,60.04,58,53,30,28
30/10/2025,11:17:00,60.03,60.09,60.02,60.09,104,99,44,60
30/10/2025,11:18:00,60.09,60.1,60.06,60.07,53,48,33,20
30/10/2025,11:19:00,60.07,60.07,60.05,60.05,54,50,44,10
30/10/2025,11:20:00,60.05,60.05,60.05,60.05,44,34,34,6
